city,state,latitude,longitude
Montreal,WI,46.4312,-90.2382
Montreat,NC,35.6478,-82.3001
Montrose,CO,38.4689,-107.8590
Montrose,IA,40.5258,-91.4160
Montrose,IL,39.1660,-88.3781
Montrose,MI,43.1765,-83.8932
Montrose,MN,45.0669,-93.9203
Montrose,MO,38.2586,-93.9827
Montrose,PA,41.8335,-75.8761
Montrose,SD,43.6999,-97.1844
Montrose,VA,37.5200,-77.3772
Montrose,WV,39.0673,-79.8143
Montrose-Ghent,OH,41.1538,-81.6437
Montross,VA,38.0941,-76.8229
Montvale,NJ,41.0529,-74.0499
Montvale,VA,37.3865,-79.7252
Montverde,FL,28.5971,-81.6786
Montville,CT,41.479,-72.1512
Montville,OH,41.6034,-81.057
Monument,CO,39.0736,-104.8467
Moody,AL,33.5986,-86.4963
Moody,TX,31.3086,-97.3596
Mooers,NY,44.9592,-73.5834
Mooers Forks,NY,44.9602,-73.673
Moonachie,NJ,40.8408,-74.0590
Moorcroft,WY,44.2645,-104.9476
Moore,MT,46.9750,-109.6949
Moore,OK,35.3293,-97.4757
Moore,SC,34.8646,-82.0215
Moore,TX,29.0574,-99.0069
Moore Haven,FL,26.8338,-81.0984
Moorefield,KY,38.2926,-83.8929
Moorefield,WV,39.0675,-78.9623
Mooreland,IN,39.9973,-85.2513
Mooreland,OK,36.4377,-99.2048
Moores Hill,IN,39.1129,-85.0892
Moores Mill,AL,34.8491,-86.5222
Mooresboro,NC,35.2992,-81.6986
Mooresburg,TN,36.3531,-83.2362
Mooresville,IN,39.6022,-86.3681
Mooresville,NC,35.5847,-80.8266
Mooreton,ND,46.2690,-96.8758
Mooreville,MS,34.2649,-88.5768
Moorhead,IA,41.9233,-95.8514
Moorhead,MN,46.8673,-96.7461
Moorhead,MS,33.4494,-90.5063
Mooringsport,LA,32.6824,-93.9605
Moorland,IA,42.4415,-94.2954
Moorpark,CA,34.2861,-118.8768
Moose Lake,MN,46.4442,-92.7654
Moose Pass,AK,60.4997,-149.4464
Moosic,PA,41.3584,-75.7027
Mora,MN,45.8768,-93.2914
Mora,MO,38.5207,-93.2272
Morada,CA,38.0386,-121.2456
Moraga,CA,37.8439,-122.1225
Moraine,OH,39.6983,-84.2458
Moran,KS,37.9166,-95.1716
Moran,MI,46.0441,-85.0078
Moran,WY,43.9509,-110.5532
Moravia,IA,40.8918,-92.8187
Moravian Falls,NC,36.1073,-81.1807
Moreauville,LA,31.0342,-91.9818
Morehead,KY,38.1906,-83.4466
Morehead City,NC,34.7308,-76.7388
Morehouse,MO,36.8463,-89.6911
Moreland,GA,33.2861,-84.7699
Moreland Hills,OH,41.4422,-81.4293
Morenci,MI,41.7226,-84.2169
Moreno Valley,CA,33.9244,-117.2045
Moretown,VT,44.2596,-72.7494
Morgan,GA,31.5381,-84.6033
Morgan,MN,44.4158,-94.9248
Morgan,TX,32.0155,-97.6061
Morgan,UT,41.0414,-111.6802
Morgan,VT,44.8787,-71.9714
Morgan City,LA,29.7041,-91.1920
Morgan Hill,CA,37.1325,-121.6419
Morganfield,KY,37.6869,-87.8878
Morganton,GA,34.8749,-84.2442
Morganton,NC,35.7408,-81.7002
Morgantown,IN,39.3730,-86.2584
Morgantown,KY,37.2174,-86.7001
Morgantown,PA,40.1538,-75.8884
Morgantown,WV,39.6383,-79.9464
Morganville,NJ,40.3756,-74.2444
Moriarty,NM,35.0034,-106.0444
Moriches,NY,40.8070,-72.8235
Morland,KS,39.3489,-100.0743
Morley,MI,43.4908,-85.4456
Mormon Lake,AZ,34.9112,-111.4527
Morning Sun,IA,41.0941,-91.2506
Morning View,KY,38.8394,-84.5069
Morningside,MD,38.8266,-76.8897
Moro,AR,34.7920,-90.9880
Moro,IL,38.9252,-90.0262
Morocco,IN,40.9446,-87.4502
Morongo Valley,CA,34.0724,-116.5627
Morral,OH,40.6914,-83.2098
Morrice,MI,42.8362,-84.1833
Morrill,ME,44.4107,-69.1471
Morrill,NE,41.9640,-103.9249
Morrilton,AR,35.1558,-92.7387
Morris,AL,33.7464,-86.8042
Morris,CT,41.6881,-73.1765
Morris,GA,31.8343,-84.9255
Morris,IL,41.3749,-88.4304
Morris,MN,45.5857,-95.9046
Morris,OK,35.6153,-95.8617
Morris Chapel,TN,35.3139,-88.3558
Morris Plains,NJ,40.8356,-74.4786
Morrison,CO,39.6368,-105.2006
Morrison,IL,41.8076,-89.9616
Morrison,MO,38.6716,-91.6334
Morrison,OK,36.2927,-97.0276
Morrison,TN,35.6048,-85.9117
Morrisonville,IL,39.4217,-89.4590
Morrisonville,NY,44.6941,-73.5552
Morriston,FL,29.2811,-82.4400
Morristown,IN,39.6738,-85.7052
Morristown,MN,44.2239,-93.4445
Morristown,NJ,40.7967,-74.4772
Morristown,NY,44.5842,-75.6453
Morristown,OH,40.0638,-81.0696
Morristown,TN,36.2043,-83.3001
Morrisville,MO,37.4766,-93.4293
Morrisville,NC,35.8368,-78.8348
Morrisville,NY,42.8987,-75.6448
Morrisville,PA,40.2074,-74.7800
Morrisville,VT,44.5583,-72.5933
Morro Bay,CA,35.3682,-120.8482
Morrow,GA,33.5815,-84.3391
Morrow,OH,39.3500,-84.1230
Morse Bluff,NE,41.4310,-96.7666
Morton,IL,40.6135,-89.4669
Morton,MS,32.3455,-89.6572
Morton,PA,39.9115,-75.3267
Morton,TX,33.7248,-102.7593
Morton,WA,46.5575,-122.2815
Morton Grove,IL,42.0423,-87.7890
Mortons Gap,KY,37.2402,-87.4668
Morven,GA,30.9434,-83.5003
Morven,NC,34.8643,-80.0000
Mosca,CO,37.6358,-105.8069
Moscow,IA,41.5724,-91.0822
Moscow,ID,46.7308,-116.9986
Moscow,KS,37.3249,-101.2069
Moscow,OH,38.8601,-84.2281
Moscow,PA,41.3417,-75.5316
Moscow,TN,35.0611,-89.3893
Moscow,TX,30.9179,-94.8544
Moscow Mills,MO,38.9400,-90.9254
Moseley,VA,37.426,-77.7585
Moselle,MS,31.5087,-89.2824
Moses Lake,WA,47.1279,-119.2759
Mosheim,TN,36.1955,-82.9655
Mosier,OR,45.6850,-121.3951
Mosinee,WI,44.7874,-89.6839
Moss,TN,36.5966,-85.6772
Moss Beach,CA,37.5184,-122.5036
Moss Landing,CA,36.8019,-121.7872
Moss Point,MS,30.4241,-88.5289
Mossville,IL,40.8164,-89.5707
Mossyrock,WA,46.5305,-122.4887
Motley,MN,46.3349,-94.6423
Moulton,AL,34.4844,-87.2833
Moulton,IA,40.6856,-92.6763
Moulton,TX,29.5723,-97.1465
Moultonborough,NH,43.7281,-71.3922
Moultrie,GA,31.1591,-83.7708
Mound,MN,44.9328,-93.6591
Mound City,KS,38.1325,-94.8506
Mound Valley,KS,37.2071,-95.4046
Moundridge,KS,38.2021,-97.5150
Mounds,IL,37.1145,-89.2023
Mounds,OK,35.8792,-96.0678
Mounds View,MN,45.1071,-93.2076
Moundsville,WV,39.9221,-80.7422
Moundville,AL,32.9968,-87.6272
Moundville,MO,37.7646,-94.4510
Mount Aetna,MD,39.5989,-77.6127
Mount Airy,GA,34.5221,-83.4976
Mount Airy,MD,39.3742,-77.1534
Mount Airy,NC,36.5083,-80.6155
Mount Angel,OR,45.0695,-122.7972
Mount Auburn,IA,42.2573,-92.0939
Mount Auburn,IL,39.7649,-89.2608
Mount Ayr,IA,40.7141,-94.2375
Mount Blanchard,OH,40.8986,-83.5566
Mount Calm,TX,31.7564,-96.8817
Mount Calvary,WI,43.8263,-88.2461
Mount Carmel,IL,38.4187,-87.7695
Mount Carmel,OH,39.0978,-84.2995
Mount Carmel,PA,40.7959,-76.4119
Mount Carmel,TN,36.5620,-82.6618
Mount Carroll,IL,42.0948,-89.9770
Mount Charleston,NV,36.2625,-115.6138
Mount Clare,WV,39.2107,-80.2899
Mount Clemens,MI,42.5977,-82.8821
Mount Cobb,PA,41.4215,-75.5005
Mount Cory,OH,40.9349,-83.8236
Mount Crawford,VA,38.3601,-78.9413
Mount Crested Butte,CO,38.9083,-106.9606
Mount Desert,ME,44.3347,-68.3087
Mount Dora,FL,28.8142,-81.6344
Mount Eden,KY,38.0352,-85.1641
Mount Enterprise,TX,31.9113,-94.6826
Mount Ephraim,NJ,39.8805,-75.0918
Mount Gilead,NC,35.2163,-80.0050
Mount Gilead,OH,40.5532,-82.8280
Mount Gretna,PA,40.2455,-76.4716
Mount Healthy,OH,39.2338,-84.5468
Mount Hermon,KY,36.7723,-85.8195
Mount Hermon,LA,30.9536,-90.2769
Mount Holly,NC,35.3136,-81.0073
Mount Holly Springs,PA,40.1126,-77.1854
Mount Hood Parkdale,OR,45.4929,-121.5983
Mount Hope,AL,34.4793,-87.4769
Mount Hope,KS,37.8735,-97.6619
Mount Hope,WV,37.8976,-81.1737
Mount Ida,AR,34.5509,-93.6309
Mount Jackson,VA,38.7390,-78.6510
Mount Juliet,TN,36.1990,-86.5115
Mount Kisco,NY,41.2016,-73.7281
Mount Laguna,CA,32.8711,-116.4247
Mount Lookout,WV,38.1821,-80.9108
Mount Morris,IL,42.0484,-89.4294
Mount Morris,MI,43.1176,-83.6987
Mount Morris,NY,42.6835,-77.8664
Mount Nebo,WV,38.1653,-80.7976
Mount Olive,AL,33.6778,-86.8727
Mount Olive,IL,39.0726,-89.7277
Mount Olive,MS,31.7539,-89.6560
Mount Olive,NC,35.1997,-78.0662
Mount Oliver,PA,40.4113,-79.9856
Mount Olivet,KY,38.5318,-84.0357
Mount Orab,OH,39.0293,-83.9267
Mount Perry,OH,39.8788,-82.188
Mount Pleasant,IA,40.9625,-91.5452
Mount Pleasant,MI,43.5966,-84.7759
Mount Pleasant,NC,35.3771,-80.4503
Mount Pleasant,PA,40.1509,-79.5434
Mount Pleasant,SC,32.8537,-79.8203
Mount Pleasant,TN,35.5483,-87.1872
Mount Pleasant,TX,33.1586,-94.9727
Mount Pleasant,UT,39.5406,-111.4560
Mount Pleasant,WI,42.7129,-87.8876
Mount Pleasant Mills,PA,40.7247,-77.0200
Mount Pocono,PA,41.1225,-75.3582
Mount Prospect,IL,42.0641,-87.9375
Mount Pulaski,IL,40.0102,-89.2839
Mount Rainier,MD,38.9423,-76.9645
Mount Royal,NJ,39.8099,-75.2137
Mount Savage,MD,39.6966,-78.8768
Mount Shasta,CA,41.3206,-122.3150
Mount Sherman,KY,37.426,-85.6191
Mount Sidney,VA,38.2586,-78.9654
Mount Sinai,NY,40.9372,-73.0179
Mount Solon,VA,38.3328,-79.1028
Mount Sterling,KY,38.0648,-83.9472
Mount Sterling,OH,39.7134,-83.2735
Mount Storm,WV,39.2652,-79.2255
Mount Summit,IN,40.0035,-85.3861
Mount Ulla,NC,35.6389,-80.7239
Mount Union,IA,41.0576,-91.3914
Mount Union,PA,40.3846,-77.8822
Mount Vernon,AL,31.0889,-88.0137
Mount Vernon,AR,35.2236,-92.1240
Mount Vernon,GA,32.1834,-82.5959
Mount Vernon,IA,41.9232,-91.4243
Mount Vernon,IL,38.3140,-88.9174
Mount Vernon,IN,37.9364,-87.8958
Mount Vernon,KY,37.3654,-84.3401
Mount Vernon,MO,37.1050,-93.8190
Mount Vernon,NY,40.9136,-73.8291
Mount Vernon,OH,40.3854,-82.4737
Mount Vernon,OR,44.4169,-119.1132
Mount Vernon,SD,43.7127,-98.2612
Mount Vernon,TX,33.1760,-95.2253
Mount Vernon,VA,38.7140,-77.1043
Mount Vernon,WA,48.4203,-122.3115
Mount Victory,OH,40.5338,-83.5211
Mount Washington,KY,38.0430,-85.5551
Mount Wolf,PA,40.0616,-76.7053
Mount Zion,GA,33.6408,-85.1803
Mount Zion,IL,39.7793,-88.8834
Mountain,WI,45.1863,-88.4680
Mountain Brook,AL,33.4871,-86.7400
Mountain Center,CA,33.7112,-116.7248
Mountain City,TN,36.4696,-81.8049
Mountain City,TX,30.0392,-97.8915
Mountain Grove,MO,37.1341,-92.2660
Mountain Home,AR,36.3351,-92.3840
Mountain Home,ID,43.1324,-115.6970
Mountain Home,TX,30.1725,-99.485
Mountain Iron,MN,47.5474,-92.6255
Mountain Lake,MN,43.9407,-94.9277
Mountain Lake Park,MD,39.4004,-79.3812
Mountain Lakes,NJ,40.8907,-74.4406
Mountain Park,GA,33.8458,-84.1314
Mountain Pine,AR,34.5693,-93.1726
Mountain Ranch,CA,38.2117,-120.5311
Mountain Rest,SC,34.8541,-83.1134
Mountain Top,PA,41.1353,-75.9045
Mountain View,AR,35.8635,-92.1041
Mountain View,CA,37.4001,-122.0796
Mountain View,CO,39.7748,-105.0567
Mountain View,HI,19.5366,-155.1590
Mountain View,MO,36.9936,-91.7019
Mountain View,OK,35.0995,-98.7497
Mountain View,WY,41.2724,-110.3342
Mountain Village,CO,37.9324,-107.8577
Mountainair,NM,34.5212,-106.2392
Mountainburg,AR,35.6360,-94.1681
Mountainside,NJ,40.6811,-74.3601
Mountlake Terrace,WA,47.7921,-122.3077
Mountville,PA,40.0402,-76.4339
Mountville,SC,34.3664,-81.9758
Mousie,KY,37.4331,-82.9018
Mouthcard,KY,37.3815,-82.2727
Moville,IA,42.4903,-96.0680
Moweaqua,IL,39.6265,-89.0187
Moxee,WA,46.5640,-120.3966
Moyie Springs,ID,48.7247,-116.1953
Moyock,NC,36.5165,-76.1728
Muenster,TX,33.6586,-97.3874
Muir,MI,42.9973,-84.9359
Mukilteo,WA,47.9096,-122.3035
Mukwonago,WI,42.8570,-88.3269
Mulberry,AR,35.5100,-94.0740
Mulberry,FL,27.9058,-81.9873
Mulberry,IN,40.3458,-86.6672
Mulberry,KS,37.5561,-94.6235
Mulberry,TN,35.1941,-86.4217
Mulberry Grove,IL,38.9245,-89.2662
Muldraugh,KY,37.9365,-85.9915
Muldrow,OK,35.4040,-94.5976
Muleshoe,TX,34.2292,-102.7284
Mulga,AL,33.5521,-86.9730
Mulhall,OK,36.0913,-97.3610
Mulino,OR,45.2234,-122.5617
Mullan,ID,47.4687,-115.7963
Mullen,NE,42.0427,-101.0446
Mullens,WV,37.5812,-81.3855
Mullica Hill,NJ,39.7270,-75.2194
Mulliken,MI,42.7630,-84.8963
Mullins,SC,34.2040,-79.2536
Mullinville,KS,37.5885,-99.4754
Mulvane,KS,37.4789,-97.2724
Mumford,NY,42.9928,-77.8603
Muncie,IN,40.1989,-85.3950
Munday,TX,33.4471,-99.6240
Mundelein,IL,42.2693,-88.0102
Munds Park,AZ,34.9382,-111.6318
Munford,AL,33.5258,-85.9555
Munford,TN,35.4434,-89.8147
Munfordville,KY,37.2795,-85.8982
Munhall,PA,40.3935,-79.9005
Munising,MI,46.4172,-86.6439
Munith,MI,42.3703,-84.2485
Munnsville,NY,42.9766,-75.5866
Munroe Falls,OH,41.1386,-81.4344
Munster,IN,41.5468,-87.5040
Murchison,TX,32.2751,-95.7560
Murdock,NE,40.9261,-96.2809
Murfreesboro,AR,34.0543,-93.6834
Murfreesboro,NC,36.4419,-77.0968
Murfreesboro,TN,35.8490,-86.4121
Murphy,NC,35.0932,-84.0280
Murphy,TX,33.0186,-96.6105
Murphys,CA,38.1371,-120.4488
Murphysboro,IL,37.7678,-89.3324
Murray,IA,41.0413,-93.9488
Murray,KY,36.6146,-88.3207
Murray,NE,40.9163,-95.9267
Murray,UT,40.6498,-111.8874
Murrayville,GA,34.4342,-83.8949
Murrayville,IL,39.5817,-90.2518
Murrells Inlet,SC,33.5560,-79.0594
Murrieta,CA,33.5719,-117.1909
Murrysville,PA,40.4456,-79.6554
Murtaugh,ID,42.4918,-114.1625
Muscadine,AL,33.7529,-85.3789
Muscatine,IA,41.4195,-91.0680
Muscle Shoals,AL,34.7432,-87.6343
Muscoda,WI,43.1872,-90.4333
Muscoy,CA,34.1552,-117.3477
Muse,OK,34.6641,-94.719
Musella,GA,32.8009,-84.0334
Muskego,WI,42.8860,-88.1291
Muskegon,MI,43.2281,-86.2562
Muskegon Heights,MI,43.2023,-86.2421
Muskogee,OK,35.7432,-95.3567
Mustang,OK,35.3917,-97.7246
Mustang Ridge,TX,30.0574,-97.6851
Muttontown,NY,40.8254,-73.5363
Myakka City,FL,27.3648,-82.1849
Myers Flat,CA,40.2666,-123.8737
Myerstown,PA,40.3722,-76.3055
Myersville,MD,39.5062,-77.5690
Myrtle,MO,36.5217,-91.2706
Myrtle,MS,34.5605,-89.1179
Myrtle Beach,SC,33.7094,-78.8844
Myrtle Creek,OR,43.0227,-123.2812
Myrtle Point,OR,43.0617,-124.1327
Mystic,IA,40.7792,-92.9446
Naalehu,HI,19.0698,-155.5751
Nabb,IN,38.6128,-85.5217
Naches,WA,46.7258,-120.6909
Nacogdoches,TX,31.6134,-94.6528
Nags Head,NC,35.9473,-75.6273
Nahant,MA,42.4261,-70.9277
Nahunta,GA,31.2065,-81.9814
Nakina,NC,34.1153,-78.657
Nampa,ID,43.5844,-116.5638
Nancy,KY,37.0631,-84.7192
Nanjemoy,MD,38.4462,-77.1983
Nanticoke,MD,38.2676,-75.8939
Nanticoke,PA,41.2005,-76.0003
Nantucket,MA,41.2778,-70.046
Nanty Glo,PA,40.4704,-78.8375
Nanuet,NY,41.0957,-74.0155
Naoma,WV,37.8676,-81.4873
Napa,CA,38.2975,-122.3010
Napanoch,NY,41.7530,-74.3724
Napavine,WA,46.5843,-122.9007
Naper,NE,42.9642,-99.0970
Naperville,IL,41.7480,-88.1659
Naplate,IL,41.3316,-88.8802
Naples,FL,26.1504,-81.7936
Naples,ME,43.9681,-70.5988
Naples,TX,33.2029,-94.6777
Naples,UT,40.4317,-109.4913
Napoleon,MO,39.1293,-94.0857
Napoleon,OH,41.3977,-84.1244
Napoleonville,LA,29.9384,-91.0263
Naponee,NE,40.0747,-99.1386
Nappanee,IN,41.4451,-85.9940
Narberth,PA,40.0077,-75.2634
Narragansett,RI,41.4353,-71.4616
Narrows,VA,37.3316,-80.8082
Narrowsburg,NY,41.6034,-75.0563
Naselle,WA,46.3650,-123.8013
Nash,OK,36.6649,-98.0517
Nash,TX,33.4423,-94.1345
Nashotah,WI,43.0938,-88.4038
Nashport,OH,40.0680,-82.1735
Nashua,IA,42.9503,-92.5417
Nashua,MT,48.1336,-106.3571
Nashua,NH,42.7491,-71.4910
Nashville,AR,33.9418,-93.8516
Nashville,GA,31.2048,-83.2478
Nashville,IL,38.3541,-89.3770
Nashville,IN,39.2080,-86.2385
Nashville,MI,42.6032,-85.0941
Nashville,NC,35.9693,-77.9554
Nashville,TN,36.1715,-86.7842
Nashwauk,MN,47.3805,-93.1666
Natalia,TX,29.1876,-98.8524
Natchez,MS,31.5437,-91.3867
Natchitoches,LA,31.7315,-93.0975
Nathalie,VA,36.9381,-78.9422
Nathrop,CO,38.7486,-106.0764
Natick,MA,42.2875,-71.3574
National City,CA,32.6654,-117.0983
National City,MI,44.3137,-83.6839
National Park,NJ,39.8676,-75.1852
Natoma,KS,39.1885,-99.0241
Natural Bridge,NY,44.0718,-75.4999
Natural Bridge,VA,37.6606,-79.533
Natural Bridge Station,VA,37.598,-79.525
Naturita,CO,38.2183,-108.5665
Naubinway,MI,46.0911,-85.4518
Naugatuck,CT,41.4890,-73.0518
Nauvoo,AL,33.9874,-87.4875
Nauvoo,IL,40.5457,-91.3829
Navarre,FL,30.4174,-86.8907
Navarre,OH,40.7261,-81.5145
Navasota,TX,30.3873,-96.0901
Navassa,NC,34.2831,-78.0291
Naylor,GA,30.9088,-83.0774
Nazareth,PA,40.7400,-75.3131
Nebo,IL,39.4421,-90.7882
Nebo,KY,37.3832,-87.6416
Nebo,NC,35.7106,-81.9180
Nebraska City,NE,40.6762,-95.8613
Necedah,WI,44.0233,-90.0717
Nectar,AL,33.9686,-86.6346
Nederland,CO,39.9633,-105.5071
Nederland,TX,29.9707,-94.0015
Nedrow,NY,42.9780,-76.1417
Needham,IN,39.5300,-85.9711
Needham,MA,42.2798,-71.2501
Needles,CA,34.8164,-114.6189
Needville,TX,29.3957,-95.8386
Neely,MS,31.1793,-88.7198
Neelyville,MO,36.5562,-90.5139
Neenah,WI,44.1669,-88.4767
Negaunee,MI,46.4970,-87.5968
Negley,OH,40.7927,-80.5360
Nehalem,OR,45.7196,-123.8941
Nehawka,NE,40.8296,-95.9899
Neihart,MT,46.9352,-110.7360
Neillsville,WI,44.5605,-90.5906
Nekoosa,WI,44.3134,-89.9073
Neligh,NE,42.1291,-98.0300
Nelliston,NY,42.9318,-74.6099
Nellysford,VA,37.9132,-78.8829
Nelson,GA,34.3789,-84.3707
Nelson,MO,38.9946,-93.0308
Nelson,NE,40.2012,-98.0687
Nelson,NH,42.9906,-72.1309
Nelson,VA,36.5586,-78.671
Nelson,WI,44.4213,-92.0041
Nelsonville,OH,39.4561,-82.2211
Nemo,TX,32.2713,-97.6567
Neodesha,KS,37.4241,-95.6848
Neoga,IL,39.3215,-88.4502
Neola,IA,41.4498,-95.6173
Neosho,MO,36.8437,-94.3758
Neosho,WI,43.3101,-88.5192
Neosho Rapids,KS,38.3685,-95.9916
Neotsu,OR,44.9944,-123.9783
Nephi,UT,39.7069,-111.8326
Neptune Beach,FL,30.3165,-81.4118
Nerstrand,MN,44.3429,-93.0638
Nesbit,MS,34.8992,-90.0122
Nesconset,NY,40.8467,-73.1522
Nescopeck,PA,41.0530,-76.2123
Neshkoro,WI,43.9649,-89.2159
Neskowin,OR,45.1208,-123.9766
Nesmith,SC,33.6625,-79.5589
Nesquehoning,PA,40.8660,-75.8322
Ness City,KS,38.4540,-99.9047
Netawaka,KS,39.6030,-95.7189
Netcong,NJ,40.8985,-74.7019
Nettleton,MS,34.0852,-88.6248
Neuse Forest,NC,34.9660,-76.9400
Nevada,IA,42.0184,-93.4633
Nevada,MO,37.8445,-94.3492
Nevada,OH,40.8188,-83.1312
Nevada,TX,33.0463,-96.3811
Nevada City,CA,39.2607,-121.0231
Nevis,MN,46.9646,-94.8423
New Albany,IN,38.3090,-85.8234
New Albany,MS,34.4909,-89.0201
New Albany,OH,40.0809,-82.7848
New Albany,PA,41.6003,-76.4445
New Albin,IA,43.4970,-91.2878
New Alexandria,PA,40.3945,-79.4175
New Athens,IL,38.3188,-89.8743
New Auburn,WI,45.1988,-91.5666
New Augusta,MS,31.2036,-89.0272
New Baden,IL,38.5367,-89.7071
New Baltimore,MI,42.6904,-82.7398
New Bavaria,OH,41.2037,-84.1674
New Bedford,MA,41.6697,-70.9428
New Berlin,IL,39.7261,-89.9143
New Berlin,PA,40.8806,-76.9843
New Berlin,TX,29.4892,-98.1094
New Berlin,WI,42.9726,-88.1291
New Bern,NC,35.0955,-77.0723
New Bethlehem,PA,41.0044,-79.3283
New Bloomfield,MO,38.7168,-92.0915
New Bloomfield,PA,40.4193,-77.1938
New Bloomington,OH,40.5837,-83.3125
New Boston,IL,41.1698,-90.9998
New Boston,MO,39.9332,-92.916
New Boston,NH,42.9781,-71.6937
New Boston,OH,38.7516,-82.9351
New Boston,TX,33.4612,-94.4183
New Braintree,MA,42.3198,-72.1306
New Braunfels,TX,29.6994,-98.1148
New Bremen,OH,40.4355,-84.3778
New Brighton,MN,45.0658,-93.2060
New Brighton,PA,40.7355,-80.3090
New Britain,CT,41.6759,-72.7862
New Brockton,AL,31.3785,-85.9228
New Brunswick,NJ,40.4870,-74.4450
New Buffalo,MI,41.7922,-86.7424
New Cambria,KS,38.8790,-97.5066
New Cambria,MO,39.7765,-92.7515
New Canaan,CT,41.1420,-73.4905
New Canton,VA,37.6645,-78.3112
New Carlisle,IN,41.7018,-86.4916
New Carlisle,OH,39.9446,-84.0257
New Carrollton,MD,38.9656,-76.8775
New Castle,CO,39.5776,-107.5267
New Castle,DE,39.6681,-75.5697
New Castle,IN,39.9191,-85.3697
New Castle,KY,38.4334,-85.1689
New Castle,NH,43.0681,-70.7199
New Castle,PA,40.9956,-80.3458
New Castle,VA,37.5013,-80.1119
New Chicago,IN,41.5587,-87.2718
New Church,VA,37.9826,-75.5291
New City,NY,41.1542,-73.9912
New Concord,KY,36.55,-88.0955
New Concord,OH,39.9937,-81.7381
New Cordell,OK,35.2968,-98.9838
New Creek,WV,39.3612,-79.0452
New Cumberland,PA,40.2297,-76.8764
New Cumberland,WV,40.5072,-80.6115
New Cuyama,CA,34.9430,-119.6819
New Deal,TX,33.7322,-101.8435
New Douglas,IL,38.9697,-89.6665
New Durham,NH,43.443,-71.1408
New Eagle,PA,40.2063,-79.9532
New Edinburg,AR,33.7562,-92.2404
New Egypt,NJ,40.0645,-74.5284
New Ellenton,SC,33.4199,-81.6826
New Era,MI,43.5595,-86.3477
New Fairfield,CT,41.473,-73.4978
New Fairview,TX,33.1124,-97.4456
New Florence,MO,38.9092,-91.4529
New Florence,PA,40.3790,-79.0751
New Franklin,MO,39.0175,-92.7406
New Freedom,PA,39.7353,-76.6967
New Galilee,PA,40.8335,-80.4011
New Germany,MN,44.8861,-93.9730
New Glarus,WI,42.8132,-89.6337
New Gloucester,ME,43.9608,-70.2974
New Hampton,IA,43.0563,-92.3153
New Hampton,MO,40.2652,-94.1952
New Hampton,NH,43.6184,-71.6435
New Hampton,NY,41.3627,-74.4435
New Harmony,IN,38.1289,-87.9304
New Harmony,UT,37.4803,-113.3096
New Hartford,CT,41.8468,-73.0104
New Hartford,IA,42.5682,-92.6214
New Haven,CT,41.3113,-72.9246
New Haven,IN,41.0676,-85.0174
New Haven,KY,37.6592,-85.5886
New Haven,MI,42.7306,-82.7953
New Haven,MO,38.6048,-91.2179
New Haven,VT,44.1266,-73.1510
New Haven,WV,38.9876,-81.9656
New Hebron,MS,31.7332,-89.9833
New Hill,NC,35.6809,-78.9365
New Holland,IL,40.1835,-89.5825
New Holland,OH,39.5544,-83.2595
New Holland,PA,40.1008,-76.0900
New Hope,AL,34.5370,-86.4128
New Hope,KY,37.6279,-85.5067
New Hope,MN,45.0375,-93.3869
New Hope,PA,40.3615,-74.9574
New Hope,TN,35.0044,-85.6598
New Hope,TX,33.2116,-96.5635
New Houlka,MS,34.0363,-89.0211
New Hudson,MI,42.5076,-83.6342
New Hyde Park,NY,40.7323,-73.6858
New Iberia,LA,30.0049,-91.8202
New Ipswich,NH,42.7511,-71.8703
New Johnsonville,TN,36.0163,-87.9696
New Kensington,PA,40.5712,-79.7523
New Kent,VA,37.5095,-76.9863
New Knoxville,OH,40.4947,-84.3151
New Lebanon,NY,42.4759,-73.3773
New Lebanon,OH,39.7440,-84.3943
New Lenox,IL,41.5095,-87.9703
New Lexington,OH,39.7160,-82.2080
New Liberty,IA,41.7161,-90.8780
New Lisbon,WI,43.8781,-90.1624
New Llano,LA,31.0970,-93.2767
New London,CT,41.3502,-72.1022
New London,IA,40.9231,-91.4012
New London,MN,45.2974,-94.9478
New London,MO,39.5844,-91.3987
New London,NC,35.4348,-80.2198
New London,NH,43.4145,-71.9857
New London,OH,41.0796,-82.4066
New London,WI,44.3949,-88.7395
New Lothrop,MI,43.1168,-83.9693
New Madison,OH,39.9671,-84.7082
New Madrid,MO,36.5878,-89.5505
New Market,AL,34.8892,-86.4226
New Market,IA,40.7324,-94.9004
New Market,MD,39.3889,-77.2789
New Market,TN,36.1096,-83.5493
New Market,VA,38.6459,-78.6709
New Marshfield,OH,39.3254,-82.2166
New Martinsville,WV,39.6635,-80.8569
New Meadows,ID,44.9712,-116.2857
New Miami,OH,39.4319,-84.5399
New Middletown,OH,40.9646,-80.5597
New Milford,CT,41.5817,-73.4128
New Milford,IL,42.1750,-89.0569
New Milford,NJ,40.9337,-74.0196
New Milford,PA,41.8664,-75.7171
New Milton,WV,39.1899,-80.7076
New Orleans,LA,30.0687,-89.9288
New Oxford,PA,39.8630,-77.0554
New Palestine,IN,39.7256,-85.8960
New Paris,IN,41.5005,-85.8249
New Paris,OH,39.8565,-84.7920
New Park,PA,39.76,-76.5042
New Pekin,IN,38.5029,-86.0152
New Philadelphia,OH,40.4860,-81.4401
New Philadelphia,PA,40.7178,-76.1167
